,track_name,album_name,release_date,acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
5,What Are You Doing New Year's Eve?,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.983,0.345,212107,0.253,19NdiithlwC8EfytiHVk7a,2.91e-06,3,0.137,-10.555,0,0.0404,138.079,3,https://api.spotify.com/v1/tracks/19NdiithlwC8EfytiHVk7a,audio_features,spotify:track:19NdiithlwC8EfytiHVk7a,0.249
6,Have Yourself A Merry Little Christmas,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.961,0.611,175840,0.247,1ta7346unwX9mJOqbSB9wD,2.74e-06,7,0.218,-9.038,1,0.0419,112.239,4,https://api.spotify.com/v1/tracks/1ta7346unwX9mJOqbSB9wD,audio_features,spotify:track:1ta7346unwX9mJOqbSB9wD,0.484
7,Cheek To Cheek,Ella and Louis,1956-10-01,0.573,0.655,353267,0.31,5TNpCThzzXHEipXGKgNG8T,0.0,0,0.119,-13.4,1,0.0866,121.999,4,https://api.spotify.com/v1/tracks/5TNpCThzzXHEipXGKgNG8T,audio_features,spotify:track:5TNpCThzzXHEipXGKgNG8T,0.665
8,Summertime,Porgy And Bess,1958-01-01,0.916,0.172,298133,0.0696,2gNjmvuQiEd2z9SqyYi8HH,0.00199,11,0.137,-21.295,0,0.0339,167.974,5,https://api.spotify.com/v1/tracks/2gNjmvuQiEd2z9SqyYi8HH,audio_features,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,0.103
9,Santa Claus Is Coming To Town,Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,0.815,0.573,138307,0.51,4QFV8KtVhzDsDvNcH4sUkr,0.0,8,0.141,-6.857,1,0.0852,79.943,4,https://api.spotify.com/v1/tracks/4QFV8KtVhzDsDvNcH4sUkr,audio_features,spotify:track:4QFV8KtVhzDsDvNcH4sUkr,0.896
0,What A Wonderful World,What A Wonderful World,1968-01-01,0.729,0.271,139227,0.165,29U7stRjqHU6rMiS8BfaI9,1.6e-06,5,0.118,-20.652,1,0.0351,77.082,4,https://api.spotify.com/v1/tracks/29U7stRjqHU6rMiS8BfaI9,audio_features,spotify:track:29U7stRjqHU6rMiS8BfaI9,0.203
1,Cool Yule,Louis Wishes You a Cool Yule,2022-10-28,0.676,0.568,176699,0.505,33GkcZ89Aj254FaJoFwCl9,1.67e-05,0,0.516,-8.041,1,0.128,149.439,4,https://api.spotify.com/v1/tracks/33GkcZ89Aj254FaJoFwCl9,audio_features,spotify:track:33GkcZ89Aj254FaJoFwCl9,0.692
2,Dream A Little Dream Of Me,What A Wonderful World,1968-01-01,0.604,0.461,196840,0.185,3HuJDcOWx0gE9Yng2uWY7K,0.0,2,0.121,-18.087,1,0.0502,95.509,4,https://api.spotify.com/v1/tracks/3HuJDcOWx0gE9Yng2uWY7K,audio_features,spotify:track:3HuJDcOWx0gE9Yng2uWY7K,0.405
3,La vie en rose - Single Version,Satchmo Serenades,1952-04-01,0.877,0.52,203760,0.0406,0zDVclPMSsjeyvbnqhWOmt,0.000364,0,0.0845,-16.397,1,0.0635,70.138,4,https://api.spotify.com/v1/tracks/0zDVclPMSsjeyvbnqhWOmt,audio_features,spotify:track:0zDVclPMSsjeyvbnqhWOmt,0.285
4,I've Got My Love To Keep Me Warm,Ella And Louis Again,1957-02-25,0.774,0.523,189040,0.427,5OLmn2zkijgVleNhMRjYQp,0.0,0,0.448,-11.556,1,0.0766,110.577,4,https://api.spotify.com/v1/tracks/5OLmn2zkijgVleNhMRjYQp,audio_features,spotify:track:5OLmn2zkijgVleNhMRjYQp,0.784
5,"Hello, Dolly!","Hello, Dolly! (Remastered)",1964-10-25,0.842,0.0,147000,0.405,63kd4m3VFxcJjPVVtbVNAu,0.00114,0,0.198,-9.935,1,0.0,0.0,0,https://api.spotify.com/v1/tracks/63kd4m3VFxcJjPVVtbVNAu,audio_features,spotify:track:63kd4m3VFxcJjPVVtbVNAu,0.0
6,"'Zat You, Santa Claus? - Single Version",Louis Wishes You a Cool Yule,2022-10-28,0.325,0.683,169093,0.514,4Kh0X8pMk2yIFf4jnGXrTZ,0.0,5,0.161,-9.168,0,0.252,122.097,4,https://api.spotify.com/v1/tracks/4Kh0X8pMk2yIFf4jnGXrTZ,audio_features,spotify:track:4Kh0X8pMk2yIFf4jnGXrTZ,0.654
7,Cheek To Cheek,Ella and Louis,1956-10-01,0.573,0.655,353267,0.31,5TNpCThzzXHEipXGKgNG8T,0.0,0,0.119,-13.4,1,0.0866,121.999,4,https://api.spotify.com/v1/tracks/5TNpCThzzXHEipXGKgNG8T,audio_features,spotify:track:5TNpCThzzXHEipXGKgNG8T,0.665
8,Summertime,Porgy And Bess,1958-01-01,0.916,0.172,298133,0.0696,2gNjmvuQiEd2z9SqyYi8HH,0.00199,11,0.137,-21.295,0,0.0339,167.974,5,https://api.spotify.com/v1/tracks/2gNjmvuQiEd2z9SqyYi8HH,audio_features,spotify:track:2gNjmvuQiEd2z9SqyYi8HH,0.103
9,A Kiss To Build A Dream On - Single Version,Satchmo Serenades,1952-04-01,0.779,0.723,181493,0.0811,5y8zb3grlQonjdqd27K39T,0.0,0,0.509,-14.113,1,0.0631,88.044,4,https://api.spotify.com/v1/tracks/5y8zb3grlQonjdqd27K39T,audio_features,spotify:track:5y8zb3grlQonjdqd27K39T,0.36
0,I'll Be Seeing You,Billie Holiday,1957-01-01,0.989,0.355,211533,0.0304,4smkJW6uzoHxGReZqqwHS5,0.0555,1,0.116,-20.479,1,0.0361,90.495,3,https://api.spotify.com/v1/tracks/4smkJW6uzoHxGReZqqwHS5,audio_features,spotify:track:4smkJW6uzoHxGReZqqwHS5,0.188
1,Solitude,Solitude,1956-01-01,0.984,0.462,207600,0.15,30QD4VRP9yEneOh0eGTrtJ,0.000902,8,0.105,-13.531,1,0.0522,98.66,3,https://api.spotify.com/v1/tracks/30QD4VRP9yEneOh0eGTrtJ,audio_features,spotify:track:30QD4VRP9yEneOh0eGTrtJ,0.19
2,Blue Moon,Solitude,1956-01-01,0.982,0.639,207827,0.269,1pZn8AX1WulW8IO338hE5D,0.12,8,0.141,-11.435,1,0.0698,124.866,4,https://api.spotify.com/v1/tracks/1pZn8AX1WulW8IO338hE5D,audio_features,spotify:track:1pZn8AX1WulW8IO338hE5D,0.539
3,All of Me,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),1933,0.972,0.504,181440,0.0644,1LGqJ3nvxpVXDWpEzq4DJD,4.36e-06,2,0.174,-14.754,0,0.0408,106.994,5,https://api.spotify.com/v1/tracks/1LGqJ3nvxpVXDWpEzq4DJD,audio_features,spotify:track:1LGqJ3nvxpVXDWpEzq4DJD,0.403
4,April In Paris,All Or Nothing At All,1958-01-01,0.927,0.496,185587,0.127,34zhjduFdQFhkRUJ230h9T,7.07e-05,0,0.132,-14.211,1,0.0382,74.746,4,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,0.211
5,Easy living,Simply ... Lady Day! (2019 Remaster),2020-03-20,0.989,0.656,182840,0.106,44t2D1xsAwPRPrcfOQz5yL,0.0302,8,0.19,-16.242,1,0.0492,89.085,4,https://api.spotify.com/v1/tracks/44t2D1xsAwPRPrcfOQz5yL,audio_features,spotify:track:44t2D1xsAwPRPrcfOQz5yL,0.641
6,As Time Goes By,The Complete Commodore Recordings,1997-01-28,0.988,0.591,194573,0.0252,3lO4Z6BSp773vcovgYurHg,1.23e-05,4,0.0995,-15.214,0,0.0465,69.382,4,https://api.spotify.com/v1/tracks/3lO4Z6BSp773vcovgYurHg,audio_features,spotify:track:3lO4Z6BSp773vcovgYurHg,0.347
7,You Go To My Head,Solitude,1956-01-01,0.986,0.559,174867,0.0973,78MIFwIW5oUNdaL6Sj8hTB,0.000104,8,0.155,-16.264,1,0.0463,68.3,3,https://api.spotify.com/v1/tracks/78MIFwIW5oUNdaL6Sj8hTB,audio_features,spotify:track:78MIFwIW5oUNdaL6Sj8hTB,0.212
8,Strange Fruit,Billie Holiday,1957-01-01,0.989,0.313,192867,0.0437,1CTex49P0iWwzUGsMNjgaV,0.148,6,0.209,-22.627,1,0.0315,100.827,1,https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV,audio_features,spotify:track:1CTex49P0iWwzUGsMNjgaV,0.0625
9,On The Sunny Side Of The Street,Billie Holiday,1957-01-01,0.972,0.692,179493,0.121,16ARXAJAcL8ubHDpBLcqDQ,0.00155,8,0.13,-14.419,1,0.0493,119.569,4,https://api.spotify.com/v1/tracks/16ARXAJAcL8ubHDpBLcqDQ,audio_features,spotify:track:16ARXAJAcL8ubHDpBLcqDQ,0.646
0,Sozinho - Ao Vivo,Prenda Minha,1998-01-01,0.634,0.481,190533,0.284,02a8cGumnKuEPgoCzmalJp,0.000168,11,0.91,-14.762,0,0.186,83.979,3,https://api.spotify.com/v1/tracks/02a8cGumnKuEPgoCzmalJp,audio_features,spotify:track:02a8cGumnKuEPgoCzmalJp,0.528
1,Sonho Meu,"Sambabook Dona Ivone Lara, Vol. 2",2015-08-19,0.64,0.596,228133,0.451,5Ikos3uiBfPYAf7EZfz8t3,3.52e-06,5,0.158,-9.468,1,0.0404,148.045,4,https://api.spotify.com/v1/tracks/5Ikos3uiBfPYAf7EZfz8t3,audio_features,spotify:track:5Ikos3uiBfPYAf7EZfz8t3,0.486
2,Voce E Linda - Remixed Original Album,Uns,1983-01-01,0.815,0.568,292307,0.458,0hQbovQO5Cui5Imze8Q3oo,0.000177,9,0.109,-9.566,1,0.0278,95.111,4,https://api.spotify.com/v1/tracks/0hQbovQO5Cui5Imze8Q3oo,audio_features,spotify:track:0hQbovQO5Cui5Imze8Q3oo,0.449
3,Nao enche,Livro,1997,0.223,0.816,210133,0.723,5X7YQ1Wp36sNprUKZSPLFK,8.13e-05,5,0.0591,-8.42,0,0.0656,93.953,4,https://api.spotify.com/v1/tracks/5X7YQ1Wp36sNprUKZSPLFK,audio_features,spotify:track:5X7YQ1Wp36sNprUKZSPLFK,0.926
4,Baby,Gal Costa,1969-01-01,0.508,0.356,212933,0.272,0C13P4IghHNFPjt4zIJ8vX,2.02e-05,2,0.263,-13.263,1,0.0368,113.345,4,https://api.spotify.com/v1/tracks/0C13P4IghHNFPjt4zIJ8vX,audio_features,spotify:track:0C13P4IghHNFPjt4zIJ8vX,0.509
5,Que Pena (Ele Já Não Gosta Mais De Mim),Gal Costa,1969-01-01,0.339,0.542,214933,0.443,1wuB9MID26ep43OlkOtBXd,0.000199,9,0.382,-13.246,1,0.0416,87.254,4,https://api.spotify.com/v1/tracks/1wuB9MID26ep43OlkOtBXd,audio_features,spotify:track:1wuB9MID26ep43OlkOtBXd,0.932
6,Aquarela do Brasil,Brazil,2013-10-29,0.903,0.413,388640,0.219,4JA89bJXOUl8OaGDkrhaoi,0.00386,4,0.112,-18.667,0,0.0397,101.541,4,https://api.spotify.com/v1/tracks/4JA89bJXOUl8OaGDkrhaoi,audio_features,spotify:track:4JA89bJXOUl8OaGDkrhaoi,0.31
7,Cajuína - Remixed Original Album,Cinema Transcendental,1979-01-01,0.537,0.8,139933,0.234,7cEfPAbju7glmdAgT4e1AU,9.67e-06,0,0.339,-12.292,0,0.138,115.936,4,https://api.spotify.com/v1/tracks/7cEfPAbju7glmdAgT4e1AU,audio_features,spotify:track:7cEfPAbju7glmdAgT4e1AU,0.757
8,Sampa,Muito (Dentro Da Estrela Azulada),1978-01-23,0.543,0.703,199667,0.278,2VBN5kSs1fyiE5fnOYeKsG,0.0,0,0.146,-11.32,1,0.0662,114.322,4,https://api.spotify.com/v1/tracks/2VBN5kSs1fyiE5fnOYeKsG,audio_features,spotify:track:2VBN5kSs1fyiE5fnOYeKsG,0.623
9,Queixa,"Cores, Nomes",1982-01-01,0.0588,0.776,263373,0.474,1NIAQbzrcpqoaZd3sNFFKJ,3.85e-05,11,0.0574,-12.035,0,0.0671,104.398,4,https://api.spotify.com/v1/tracks/1NIAQbzrcpqoaZd3sNFFKJ,audio_features,spotify:track:1NIAQbzrcpqoaZd3sNFFKJ,0.589
0,Conteo Regresivo - Salsa Version,Contraste,2007-11-20,0.778,0.777,266787,0.72,37nXsqE1XW0cxOQvIMsmFc,0.0,8,0.069,-6.162,1,0.0803,163.905,4,https://api.spotify.com/v1/tracks/37nXsqE1XW0cxOQvIMsmFc,audio_features,spotify:track:37nXsqE1XW0cxOQvIMsmFc,0.96
1,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,2001-11-21,0.641,0.276,237467,0.572,0tzixmHNQfE6S6SirSToxW,0.0,1,0.2,-7.818,1,0.0377,77.986,4,https://api.spotify.com/v1/tracks/0tzixmHNQfE6S6SirSToxW,audio_features,spotify:track:0tzixmHNQfE6S6SirSToxW,0.285
2,Conciencia,Perspectiva,1991-10-29,0.514,0.569,332093,0.644,6Fxn2ZdlXbKesbhxHbHa9p,6.66e-06,10,0.257,-8.286,1,0.0408,176.919,4,https://api.spotify.com/v1/tracks/6Fxn2ZdlXbKesbhxHbHa9p,audio_features,spotify:track:6Fxn2ZdlXbKesbhxHbHa9p,0.895
3,Lo Grande Que Es Perdonar (with Gilberto Santa Rosa),"Reggaeton! (18 Latin Hits, The Very Best of Reggaeton, Dembow, Urban)",2005-09-09,0.178,0.513,282400,0.841,7qBkcrTsCBrIV7TsMMQcCZ,0.0,9,0.24,-3.202,0,0.326,167.82,4,https://api.spotify.com/v1/tracks/7qBkcrTsCBrIV7TsMMQcCZ,audio_features,spotify:track:7qBkcrTsCBrIV7TsMMQcCZ,0.509
4,La Agarro Bajando,Intenso,2001-07-24,0.332,0.807,254933,0.768,3GgI4QQWvsqqdKCvnNN0UM,3.09e-06,5,0.251,-6.745,0,0.0427,100.324,4,https://api.spotify.com/v1/tracks/3GgI4QQWvsqqdKCvnNN0UM,audio_features,spotify:track:3GgI4QQWvsqqdKCvnNN0UM,0.962
5,Que Alguien Me Diga,Expresion,1999-12-21,0.256,0.585,290413,0.868,7JElWLgpQ7lxN1JNIYwuVu,0.0,7,0.197,-7.285,0,0.0444,94.098,4,https://api.spotify.com/v1/tracks/7JElWLgpQ7lxN1JNIYwuVu,audio_features,spotify:track:7JElWLgpQ7lxN1JNIYwuVu,0.758
6,Un Montón de Estrellas,Viceversa,2002,0.392,0.796,273880,0.766,2Xg030uYjEA9FNiSKbD3R8,0.0,5,0.0678,-5.227,0,0.035,91.767,4,https://api.spotify.com/v1/tracks/2Xg030uYjEA9FNiSKbD3R8,audio_features,spotify:track:2Xg030uYjEA9FNiSKbD3R8,0.945
7,Sombra Loca,Auténtico,2004-08-23,0.586,0.761,289707,0.686,7hqI73OXybfZ6FV9O4WrNs,0.0,0,0.06,-8.283,0,0.0498,167.016,4,https://api.spotify.com/v1/tracks/7hqI73OXybfZ6FV9O4WrNs,audio_features,spotify:track:7hqI73OXybfZ6FV9O4WrNs,0.837
8,Vivir Sin Ella,Punto de Vista,1990-08-14,0.723,0.501,311160,0.562,0VYr8pbndXkYntwd9xCR9U,5.23e-05,7,0.199,-10.503,1,0.0464,175.095,4,https://api.spotify.com/v1/tracks/0VYr8pbndXkYntwd9xCR9U,audio_features,spotify:track:0VYr8pbndXkYntwd9xCR9U,0.907
9,Sin Voluntad,Nace Aquí,1993,0.431,0.699,302840,0.696,32SPBwfOUyscWaVykPdfrg,9e-06,5,0.165,-9.325,0,0.0333,162.446,4,https://api.spotify.com/v1/tracks/32SPBwfOUyscWaVykPdfrg,audio_features,spotify:track:32SPBwfOUyscWaVykPdfrg,0.897
0,Águas De Março,Elis & Tom,1974-06-17,0.865,0.654,214366,0.393,15ouqiBsgL12olEwP3COsH,2.97e-06,3,0.123,-13.392,1,0.129,143.801,4,https://api.spotify.com/v1/tracks/15ouqiBsgL12olEwP3COsH,audio_features,spotify:track:15ouqiBsgL12olEwP3COsH,0.533
1,Tiro Ao Álvaro,Elis Regina,2002-01-01,0.463,0.603,162400,0.649,2sLvYnCS3S8klPvZGXGic2,0.0,10,0.101,-7.006,1,0.104,93.781,4,https://api.spotify.com/v1/tracks/2sLvYnCS3S8klPvZGXGic2,audio_features,spotify:track:2sLvYnCS3S8klPvZGXGic2,0.957
2,Como Nossos Pais,Falso Brilhante,1976-01-05,0.302,0.491,261600,0.498,2ZC8sdv4Kvuql7Q9T8Agzv,0.0,2,0.0734,-7.658,1,0.0821,143.719,3,https://api.spotify.com/v1/tracks/2ZC8sdv4Kvuql7Q9T8Agzv,audio_features,spotify:track:2ZC8sdv4Kvuql7Q9T8Agzv,0.478
3,Só Tinha De Ser Com Você,Elis & Tom,1974-06-17,0.687,0.793,233544,0.372,209ucYTS6vWEV5iydrHiOt,0.573,10,0.105,-15.491,1,0.0509,120.134,4,https://api.spotify.com/v1/tracks/209ucYTS6vWEV5iydrHiOt,audio_features,spotify:track:209ucYTS6vWEV5iydrHiOt,0.482
4,Triste,Elis & Tom,1974-06-17,0.577,0.65,162867,0.322,0PHGV9pWYv91WCeCXhdWye,0.121,7,0.0712,-16.298,1,0.122,136.007,4,https://api.spotify.com/v1/tracks/0PHGV9pWYv91WCeCXhdWye,audio_features,spotify:track:0PHGV9pWYv91WCeCXhdWye,0.448
5,O bêbado e a equilibrista,Essa Mulher,1979-05-17,0.702,0.366,231359,0.578,3eVyDZXJPJzUKkyWP6eLyc,5.94e-06,4,0.181,-7.91,1,0.049,91.776,4,https://api.spotify.com/v1/tracks/3eVyDZXJPJzUKkyWP6eLyc,audio_features,spotify:track:3eVyDZXJPJzUKkyWP6eLyc,0.193
6,Fotografia,Elis & Tom,1974-06-17,0.867,0.509,169350,0.478,4O2tMlIxlgRwmNQDElwIq4,0.0291,0,0.109,-14.575,1,0.0895,96.66,4,https://api.spotify.com/v1/tracks/4O2tMlIxlgRwmNQDElwIq4,audio_features,spotify:track:4O2tMlIxlgRwmNQDElwIq4,0.302
7,Madalena,Ela,1971,0.19,0.529,157640,0.548,0IRQkXY4szWA1RNBeV6lu1,0.0,11,0.141,-12.534,0,0.0512,88.631,4,https://api.spotify.com/v1/tracks/0IRQkXY4szWA1RNBeV6lu1,audio_features,spotify:track:0IRQkXY4szWA1RNBeV6lu1,0.933
8,Brigas Nunca Mais,Elis & Tom,1974-06-17,0.69,0.682,102734,0.357,3SkLW48Xt2knevezFTs0pY,0.00116,10,0.11,-11.825,1,0.0753,157.801,4,https://api.spotify.com/v1/tracks/3SkLW48Xt2knevezFTs0pY,audio_features,spotify:track:3SkLW48Xt2knevezFTs0pY,0.744
9,Velha Roupa Colorida,Falso Brilhante,1976-01-05,0.543,0.498,254200,0.801,7aQWuNqheTpisZfM0gP2oG,0.0,2,0.0525,-5.831,1,0.0449,101.666,4,https://api.spotify.com/v1/tracks/7aQWuNqheTpisZfM0gP2oG,audio_features,spotify:track:7aQWuNqheTpisZfM0gP2oG,0.923
0,Apesar De Você,Chico Buarque,1978-01-01,0.468,0.568,235547,0.574,2GAFZG9Z7UGS1iMm4Idrnr,0.0,4,0.362,-8.993,0,0.0683,107.821,4,https://api.spotify.com/v1/tracks/2GAFZG9Z7UGS1iMm4Idrnr,audio_features,spotify:track:2GAFZG9Z7UGS1iMm4Idrnr,0.68
1,Cotidiano,Construção,1971-01-01,0.38,0.477,168373,0.835,127twwy3iCo1xBRQHyWetU,8.3e-06,7,0.062,-5.248,0,0.0533,89.855,4,https://api.spotify.com/v1/tracks/127twwy3iCo1xBRQHyWetU,audio_features,spotify:track:127twwy3iCo1xBRQHyWetU,0.778
2,João E Maria,20 Grandes Sucessos De Nara Leao,1998-01-01,0.608,0.582,140867,0.351,3JhWnNRF5ObDsfj3UqaM2A,0.0,7,0.0754,-12.27,0,0.0384,115.386,3,https://api.spotify.com/v1/tracks/3JhWnNRF5ObDsfj3UqaM2A,audio_features,spotify:track:3JhWnNRF5ObDsfj3UqaM2A,0.681
3,Construção,Construção,1971-01-01,0.24,0.479,383627,0.725,3FIuBxOxuQ6kYy8JO0gq2a,1.19e-05,4,0.158,-5.615,0,0.0298,126.727,4,https://api.spotify.com/v1/tracks/3FIuBxOxuQ6kYy8JO0gq2a,audio_features,spotify:track:3FIuBxOxuQ6kYy8JO0gq2a,0.595
4,O Que Será (A Flor Da Terra),Meus Caros Amigos,1976-01-01,0.487,0.435,166573,0.671,0rfbvwLPBLBsEd4Bxz8IVb,0.0,2,0.589,-10.75,0,0.0586,157.564,4,https://api.spotify.com/v1/tracks/0rfbvwLPBLBsEd4Bxz8IVb,audio_features,spotify:track:0rfbvwLPBLBsEd4Bxz8IVb,0.792
5,Cálice,Chico Buarque,1978-01-01,0.848,0.596,241867,0.372,0VUgbCK0k8QWGpLiEV8YYZ,0.0,4,0.331,-9.391,1,0.0606,123.125,4,https://api.spotify.com/v1/tracks/0VUgbCK0k8QWGpLiEV8YYZ,audio_features,spotify:track:0VUgbCK0k8QWGpLiEV8YYZ,0.293
6,A Banda,Chico Buarque de Hollanda,1966-01-01,0.831,0.67,131000,0.669,6wUp7y502iyWLuLuurlOyw,6.89e-05,2,0.101,-7.081,1,0.0476,118.968,4,https://api.spotify.com/v1/tracks/6wUp7y502iyWLuLuurlOyw,audio_features,spotify:track:6wUp7y502iyWLuLuurlOyw,0.927
7,Essa Moça Tá Diferente,Chico Buarque De Hollanda Nº4,1970-01-01,0.0899,0.64,167880,0.809,2RBQAtDa21nzhSNdJwkopD,1.18e-05,11,0.0765,-5.51,0,0.039,80.958,4,https://api.spotify.com/v1/tracks/2RBQAtDa21nzhSNdJwkopD,audio_features,spotify:track:2RBQAtDa21nzhSNdJwkopD,0.82
8,Gente Humilde,Chico Buarque De Hollanda Nº4,1970-01-01,0.633,0.356,147840,0.323,24OF9ihv97VwNXQZ2gGy8v,0.000652,5,0.592,-8.165,1,0.0293,130.02,4,https://api.spotify.com/v1/tracks/24OF9ihv97VwNXQZ2gGy8v,audio_features,spotify:track:24OF9ihv97VwNXQZ2gGy8v,0.212
9,João e Maria,Carioca ao Vivo (Ao Vivo),2007-09-03,0.558,0.458,179880,0.372,174YvAb800yXcU2keQ3IkY,1.23e-06,5,0.962,-12.437,1,0.0328,110.444,3,https://api.spotify.com/v1/tracks/174YvAb800yXcU2keQ3IkY,audio_features,spotify:track:174YvAb800yXcU2keQ3IkY,0.357
0,Sonho Meu,"Sambabook Dona Ivone Lara, Vol. 2",2015-08-19,0.64,0.596,228133,0.451,5Ikos3uiBfPYAf7EZfz8t3,3.52e-06,5,0.158,-9.468,1,0.0404,148.045,4,https://api.spotify.com/v1/tracks/5Ikos3uiBfPYAf7EZfz8t3,audio_features,spotify:track:5Ikos3uiBfPYAf7EZfz8t3,0.486
1,As Canções Que Você Fez Pra Mim,As Canções Que Você Fez Pra Mim,1993-01-01,0.59,0.404,224773,0.238,52V2BPdhlhFrUZF7AOrQP9,1.3e-06,9,0.103,-13.005,1,0.0623,79.41,4,https://api.spotify.com/v1/tracks/52V2BPdhlhFrUZF7AOrQP9,audio_features,spotify:track:52V2BPdhlhFrUZF7AOrQP9,0.302
2,Cheiro De Amor,Mel,1979-01-01,0.126,0.63,141200,0.525,2dhV6VPKdqNg85vgv16xjo,0.0,5,0.0834,-12.426,1,0.0402,127.689,4,https://api.spotify.com/v1/tracks/2dhV6VPKdqNg85vgv16xjo,audio_features,spotify:track:2dhV6VPKdqNg85vgv16xjo,0.459
3,Reconvexo - Ao Vivo,Amor Festa Devoção Ao Vivo,2010-11-17,0.223,0.415,300333,0.857,1ddeP7G76wscmc0RH5sjVA,0.0,7,0.803,-5.707,1,0.0666,92.027,4,https://api.spotify.com/v1/tracks/1ddeP7G76wscmc0RH5sjVA,audio_features,spotify:track:1ddeP7G76wscmc0RH5sjVA,0.636
4,Samba Da Bencao,Maria Bethania Sings The Vinicius De Moraes Songbook,2006-10-03,0.351,0.587,182200,0.553,1ot4OPFCI1JpkFfgC7FnrE,0.00119,7,0.129,-11.819,1,0.0582,166.724,4,https://api.spotify.com/v1/tracks/1ot4OPFCI1JpkFfgC7FnrE,audio_features,spotify:track:1ot4OPFCI1JpkFfgC7FnrE,0.872
5,Gostoso Demais - Ao Vivo,Abraçar e Agradecer (Ao Vivo),2016-12-02,0.839,0.453,105253,0.307,1Xg14zUBW0I9OrAaUII020,0.0,7,0.311,-9.969,1,0.0485,99.586,3,https://api.spotify.com/v1/tracks/1Xg14zUBW0I9OrAaUII020,audio_features,spotify:track:1Xg14zUBW0I9OrAaUII020,0.308
6,Fera Ferida,As Canções Que Você Fez Pra Mim,1993-01-01,0.472,0.607,209067,0.417,3aRpu8CzSJTeDCNwuqLfTB,0.0,0,0.114,-10.383,1,0.0413,124.111,4,https://api.spotify.com/v1/tracks/3aRpu8CzSJTeDCNwuqLfTB,audio_features,spotify:track:3aRpu8CzSJTeDCNwuqLfTB,0.351
7,Alguém Me Avisou,Bossa Nova Sunset,2023-07-28,0.596,0.702,264893,0.54,2wfGVEDrtfDdVMCV5VrHcj,0.0,1,0.0612,-11.576,0,0.141,89.089,4,https://api.spotify.com/v1/tracks/2wfGVEDrtfDdVMCV5VrHcj,audio_features,spotify:track:2wfGVEDrtfDdVMCV5VrHcj,0.786
8,Olhos Nos Olhos,Pássaro Proibido,1976-01-01,0.618,0.624,275907,0.671,1UBJvypv5W1GNoplpc2EYl,1.38e-05,5,0.32,-6.232,1,0.0382,134.586,4,https://api.spotify.com/v1/tracks/1UBJvypv5W1GNoplpc2EYl,audio_features,spotify:track:1UBJvypv5W1GNoplpc2EYl,0.201
9,Depois de Ter Você - Ao Vivo,Maria Bethânia - Noite Luzidia (ao Vivo),2012-11-27,0.337,0.43,239707,0.378,2OGTo6ZsIrRr1F7rtd7PbP,1.72e-05,9,0.648,-14.107,0,0.0614,143.892,4,https://api.spotify.com/v1/tracks/2OGTo6ZsIrRr1F7rtd7PbP,audio_features,spotify:track:2OGTo6ZsIrRr1F7rtd7PbP,0.252
0,Preciso Me Encontrar,Raizes Do Samba,1999-01-01,0.913,0.563,179933,0.425,1op7nM2R2M6FAU6dSCTRWV,0.0054,2,0.306,-13.814,0,0.0665,77.209,4,https://api.spotify.com/v1/tracks/1op7nM2R2M6FAU6dSCTRWV,audio_features,spotify:track:1op7nM2R2M6FAU6dSCTRWV,0.679
1,O Sol Nascerá (A Sorrir),Raizes Do Samba,1999-01-01,0.554,0.69,97200,0.613,4M2j1X47FwMozJrnJHnYNm,0.0,7,0.0673,-11.531,1,0.0332,100.937,4,https://api.spotify.com/v1/tracks/4M2j1X47FwMozJrnJHnYNm,audio_features,spotify:track:4M2j1X47FwMozJrnJHnYNm,0.919
2,O Mundo É Um Moinho,Raizes Do Samba,1999-01-01,0.939,0.485,235533,0.259,1xCbDvw3UNReOWq9BbAThc,0.000323,9,0.11,-14.573,1,0.0578,83.637,4,https://api.spotify.com/v1/tracks/1xCbDvw3UNReOWq9BbAThc,audio_features,spotify:track:1xCbDvw3UNReOWq9BbAThc,0.519
3,Alvorada,Raizes Do Samba,1999-01-01,0.727,0.705,158800,0.355,7Bq17tNAUCLceZQOJMnj3D,1.35e-05,1,0.183,-13.347,1,0.131,93.388,4,https://api.spotify.com/v1/tracks/7Bq17tNAUCLceZQOJMnj3D,audio_features,spotify:track:7Bq17tNAUCLceZQOJMnj3D,0.846
4,Acontece,Mpb Compositores,2000-03-08,0.952,0.447,77800,0.137,5JfPPlOornKuSPfLMqbtN8,0.000967,4,0.101,-15.427,1,0.0398,170.8,3,https://api.spotify.com/v1/tracks/5JfPPlOornKuSPfLMqbtN8,audio_features,spotify:track:5JfPPlOornKuSPfLMqbtN8,0.324
